"sample_cycle","observed_at_local","condition_label","placement_label","device_name","ip","role","expected_device_id","device_id","device_id_match","dht_sensor_id","moisture_sensor_id","device_timestamp","temperature_f","humidity_percent","moisture_index","soil_raw_adc","watering","last_watered_time","last_watering_duration","note","error"
"33","2026-05-19 18:15:14","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 18:15:12","82.6","70.0","72.0","1892","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"33","2026-05-19 18:15:14","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 18:15:12","81.3","65.0","75.0","1830","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"34","2026-05-19 18:17:15","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 18:17:12","82.4","72.0","73.0","1883","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"34","2026-05-19 18:17:15","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 18:17:13","81.7","66.0","75.0","1829","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"35","2026-05-19 18:19:15","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 18:19:13","83.7","72.0","73.0","1881","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"35","2026-05-19 18:19:15","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 18:19:13","81.3","66.0","75.0","1838","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"36","2026-05-19 18:21:15","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 18:21:13","83.8","72.0","72.0","1904","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"36","2026-05-19 18:21:15","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 18:21:13","81.0","66.0","75.0","1824","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"37","2026-05-19 18:23:15","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 18:23:13","82.6","72.0","72.0","1901","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"37","2026-05-19 18:23:15","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 18:23:13","82.0","65.0","75.0","1839","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"38","2026-05-19 18:25:16","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 18:25:13","82.8","72.0","72.0","1901","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"38","2026-05-19 18:25:16","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 18:25:13","81.9","66.0","74.0","1857","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"39","2026-05-19 18:27:16","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 18:27:13","82.9","72.0","73.0","1887","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"39","2026-05-19 18:27:16","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 18:27:14","81.3","66.0","75.0","1837","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"40","2026-05-19 18:29:16","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 18:29:14","82.6","72.0","72.0","1903","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"40","2026-05-19 18:29:16","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 18:29:14","81.5","66.0","75.0","1835","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"41","2026-05-19 18:31:16","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 18:31:14","83.7","72.0","70.0","1950","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"41","2026-05-19 18:31:16","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 18:31:14","80.8","66.0","75.0","1835","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"42","2026-05-19 18:33:16","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 18:33:14","82.6","72.0","73.0","1885","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"42","2026-05-19 18:33:16","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 18:33:14","82.2","66.0","74.0","1847","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"43","2026-05-19 18:35:17","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 18:35:14","82.6","72.0","72.0","1894","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"43","2026-05-19 18:35:17","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 18:35:15","81.3","66.0","75.0","1841","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"44","2026-05-19 18:37:17","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 18:37:15","83.1","72.0","73.0","1879","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"44","2026-05-19 18:37:17","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 18:37:15","81.1","66.0","75.0","1837","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"45","2026-05-19 18:39:17","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 18:39:15","83.7","72.0","74.0","1847","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"45","2026-05-19 18:39:17","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 18:39:15","81.0","66.0","75.0","1819","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"46","2026-05-19 18:41:18","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 18:41:15","83.5","73.0","73.0","1877","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"46","2026-05-19 18:41:18","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 18:41:16","80.8","66.0","74.0","1843","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"47","2026-05-19 18:43:18","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 18:43:16","82.8","73.0","73.0","1890","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"47","2026-05-19 18:43:18","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 18:43:16","81.9","66.0","75.0","1819","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"48","2026-05-19 18:45:18","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 18:45:16","83.5","73.0","72.0","1893","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"48","2026-05-19 18:45:19","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 18:45:16","82.2","66.0","74.0","1850","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"49","2026-05-19 18:47:19","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 18:47:17","82.9","73.0","73.0","1870","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"49","2026-05-19 18:47:19","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 18:47:17","81.0","66.0","76.0","1817","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"50","2026-05-19 18:49:19","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 18:49:17","83.7","73.0","73.0","1890","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"50","2026-05-19 18:49:19","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 18:49:17","80.6","66.0","75.0","1833","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"51","2026-05-19 18:51:20","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 18:51:17","83.5","73.0","73.0","1888","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"51","2026-05-19 18:51:20","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 18:51:18","81.7","66.0","75.0","1836","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"52","2026-05-19 18:53:20","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 18:53:18","82.6","73.0","73.0","1888","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"52","2026-05-19 18:53:20","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 18:53:18","81.9","66.0","75.0","1819","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"53","2026-05-19 18:55:20","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 18:55:18","82.8","73.0","73.0","1889","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"53","2026-05-19 18:55:20","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 18:55:18","82.2","66.0","75.0","1841","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"54","2026-05-19 18:57:20","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 18:57:18","83.3","74.0","73.0","1891","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"54","2026-05-19 18:57:20","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 18:57:18","82.2","67.0","75.0","1831","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"55","2026-05-19 18:59:21","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 18:59:18","82.6","74.0","73.0","1884","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"55","2026-05-19 18:59:21","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 18:59:18","82.0","67.0","75.0","1833","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"56","2026-05-19 19:01:21","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:01:19","84.0","74.0","72.0","1906","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"56","2026-05-19 19:01:21","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:01:19","81.0","67.0","75.0","1838","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"57","2026-05-19 19:03:21","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:03:19","82.9","74.0","72.0","1895","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"57","2026-05-19 19:03:21","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:03:19","81.0","66.0","74.0","1843","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"58","2026-05-19 19:05:21","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:05:19","84.0","74.0","73.0","1891","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"58","2026-05-19 19:05:22","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:05:19","81.0","67.0","74.0","1845","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"59","2026-05-19 19:07:22","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:07:19","82.9","74.0","73.0","1886","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"59","2026-05-19 19:07:22","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:07:20","82.2","67.0","75.0","1822","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"60","2026-05-19 19:09:22","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:09:20","81.0","75.0","73.0","1886","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"60","2026-05-19 19:09:22","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:09:20","80.8","67.0","75.0","1840","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"61","2026-05-19 19:11:22","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:11:20","83.5","75.0","73.0","1889","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"61","2026-05-19 19:11:22","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:11:20","81.3","67.0","74.0","1847","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"62","2026-05-19 19:13:22","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:13:20","83.7","75.0","73.0","1888","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"62","2026-05-19 19:13:22","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:13:20","81.9","67.0","75.0","1824","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"63","2026-05-19 19:15:23","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:15:20","81.1","76.0","72.0","1893","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"63","2026-05-19 19:15:23","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:15:21","80.8","67.0","74.0","1850","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"64","2026-05-19 19:17:23","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:17:21","80.8","75.0","72.0","1907","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"64","2026-05-19 19:17:23","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:17:21","82.0","67.0","75.0","1840","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"65","2026-05-19 19:19:23","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:19:21","81.9","75.0","73.0","1889","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"65","2026-05-19 19:19:24","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 19:19:21","80.1","68.0","75.0","1837","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
"66","2026-05-19 19:21:24","baseline_no_watering_after_balcony_reflash","original_installed_sensor_area_with_scout_within_approx_6in","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 19:21:21","81.3","76.0","71.0","1931","False","N/A","0","Baseline no-watering capture after balcony reflash; sensors remain in original placement",""
