"row_type","sample_cycle","observed_at_local","seconds_since_start","seconds_since_move","test_name","phase_label","basket_id","emitter_location","placement_label","sensor_position_label","device_name","ip","role","expected_device_id","device_id","device_id_match","dht_sensor_id","moisture_sensor_id","device_timestamp","temperature_f","humidity_percent","moisture_index","soil_raw_adc","watering","last_watered_time","last_watering_duration","note","error"
"event_marker","","2026-05-20 23:23:10","0","","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","experiment_start","","","Experiment start: SM01 at B3E1; SM02 starts near B3E1 before planned move to B6E2.","","event_marker","","","","","","","","","","","","","","","","Experiment start: SM01 at B3E1; SM02 starts near B3E1 before planned move to B6E2.",""
"data","50","2026-05-20 23:35:40","750.4","45.4","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B3","B3E1","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B3E1 installed sensor location - not moved","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-20 23:35:40","77.0","93.0","82.0","1649","False","2026-05-20 16:01:50","40","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","50","2026-05-20 23:35:40","750.5","45.4","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B6","B6E2","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B6E2 scout moved location - marker file confirmed","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-20 23:35:40","75.6","83.0","72.0","1902","False","N/A","0","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","51","2026-05-20 23:36:10","780.7","75.6","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B3","B3E1","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B3E1 installed sensor location - not moved","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-20 23:36:10","77.0","93.0","83.0","1634","False","2026-05-20 16:01:50","40","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","51","2026-05-20 23:36:11","781","75.6","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B6","B6E2","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B6E2 scout moved location - marker file confirmed","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-20 23:36:10","76.8","83.0","72.0","1899","False","N/A","0","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","52","2026-05-20 23:36:40","810.2","105.1","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B3","B3E1","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B3E1 installed sensor location - not moved","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-20 23:36:40","77.0","94.0","82.0","1657","False","2026-05-20 16:01:50","40","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","52","2026-05-20 23:36:40","810.3","105.1","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B6","B6E2","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B6E2 scout moved location - marker file confirmed","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-20 23:36:39","76.3","83.0","72.0","1907","False","N/A","0","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","53","2026-05-20 23:37:10","840.4","135.4","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B3","B3E1","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B3E1 installed sensor location - not moved","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-20 23:37:10","77.7","93.0","82.0","1648","False","2026-05-20 16:01:50","40","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","53","2026-05-20 23:37:10","840.5","135.4","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B6","B6E2","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B6E2 scout moved location - marker file confirmed","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-20 23:37:10","75.2","83.0","72.0","1897","False","N/A","0","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","54","2026-05-20 23:37:40","870.6","165.6","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B3","B3E1","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B3E1 installed sensor location - not moved","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-20 23:37:40","78.3","93.0","82.0","1659","False","2026-05-20 16:01:50","40","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","54","2026-05-20 23:37:40","870.7","165.6","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B6","B6E2","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B6E2 scout moved location - marker file confirmed","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-20 23:37:40","76.5","83.0","73.0","1884","False","N/A","0","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","55","2026-05-20 23:38:09","899.8","194.8","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B3","B3E1","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B3E1 installed sensor location - not moved","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-20 23:38:09","77.9","93.0","82.0","1663","False","2026-05-20 16:01:50","40","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","55","2026-05-20 23:38:09","899.9","194.8","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B6","B6E2","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B6E2 scout moved location - marker file confirmed","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-20 23:38:09","76.3","82.0","72.0","1895","False","N/A","0","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","56","2026-05-20 23:38:40","930","225","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B3","B3E1","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B3E1 installed sensor location - not moved","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-20 23:38:39","78.4","93.0","82.0","1669","False","2026-05-20 16:01:50","40","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","56","2026-05-20 23:38:40","930.1","225","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B6","B6E2","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B6E2 scout moved location - marker file confirmed","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-20 23:38:39","76.5","82.0","72.0","1894","False","N/A","0","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","57","2026-05-20 23:39:10","960.2","255.2","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B3","B3E1","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B3E1 installed sensor location - not moved","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-20 23:39:10","78.6","93.0","82.0","1659","False","2026-05-20 16:01:50","40","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","57","2026-05-20 23:39:10","960.3","255.2","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B6","B6E2","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B6E2 scout moved location - marker file confirmed","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-20 23:39:09","75.7","82.0","72.0","1897","False","N/A","0","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","58","2026-05-20 23:39:40","990.4","285.4","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B3","B3E1","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B3E1 installed sensor location - not moved","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-20 23:39:40","77.5","93.0","82.0","1650","False","2026-05-20 16:01:50","40","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","58","2026-05-20 23:39:40","990.5","285.4","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B6","B6E2","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B6E2 scout moved location - marker file confirmed","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-20 23:39:40","76.1","83.0","72.0","1903","False","N/A","0","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","59","2026-05-20 23:40:10","1020.6","315.6","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B3","B3E1","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B3E1 installed sensor location - not moved","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-20 23:40:10","78.1","93.0","82.0","1649","False","2026-05-20 16:01:50","40","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","59","2026-05-20 23:40:10","1020.7","315.6","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B6","B6E2","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B6E2 scout moved location - marker file confirmed","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-20 23:40:10","75.4","83.0","72.0","1911","False","N/A","0","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","60","2026-05-20 23:40:39","1049.9","344.8","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B3","B3E1","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B3E1 installed sensor location - not moved","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-20 23:40:39","78.1","93.0","82.0","1653","False","2026-05-20 16:01:50","40","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","60","2026-05-20 23:40:40","1050","344.8","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B6","B6E2","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B6E2 scout moved location - marker file confirmed","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-20 23:40:39","75.2","83.0","73.0","1870","False","N/A","0","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","61","2026-05-20 23:41:10","1080.1","375.1","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B3","B3E1","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B3E1 installed sensor location - not moved","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-20 23:41:10","77.0","93.0","82.0","1648","False","2026-05-20 16:01:50","40","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","61","2026-05-20 23:41:10","1080.2","375.1","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B6","B6E2","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B6E2 scout moved location - marker file confirmed","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-20 23:41:09","75.4","83.0","73.0","1879","False","N/A","0","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","62","2026-05-20 23:41:40","1110.3","405.3","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B3","B3E1","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B3E1 installed sensor location - not moved","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-20 23:41:40","78.1","93.0","82.0","1647","False","2026-05-20 16:01:50","40","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","62","2026-05-20 23:41:40","1110.5","405.3","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B6","B6E2","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B6E2 scout moved location - marker file confirmed","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-20 23:41:40","76.6","83.0","73.0","1872","False","N/A","0","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","63","2026-05-20 23:42:10","1140.5","435.5","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B3","B3E1","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B3E1 installed sensor location - not moved","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-20 23:42:10","77.0","93.0","82.0","1659","False","2026-05-20 16:01:50","40","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","63","2026-05-20 23:42:10","1140.7","435.5","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B6","B6E2","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B6E2 scout moved location - marker file confirmed","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-20 23:42:10","76.5","83.0","72.0","1915","False","N/A","0","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","64","2026-05-20 23:42:39","1169.7","464.8","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B3","B3E1","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B3E1 installed sensor location - not moved","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-20 23:42:39","77.2","94.0","82.0","1661","False","2026-05-20 16:01:50","40","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","64","2026-05-20 23:42:39","1169.9","464.8","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B6","B6E2","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B6E2 scout moved location - marker file confirmed","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-20 23:42:39","75.9","83.0","73.0","1882","False","N/A","0","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","65","2026-05-20 23:43:09","1199.9","494.9","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B3","B3E1","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B3E1 installed sensor location - not moved","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-20 23:43:09","77.7","93.0","83.0","1642","False","2026-05-20 16:01:50","40","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","65","2026-05-20 23:43:10","1200.1","494.9","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B6","B6E2","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B6E2 scout moved location - marker file confirmed","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-20 23:43:09","76.8","83.0","74.0","1859","False","N/A","0","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","66","2026-05-20 23:43:40","1230.1","525.1","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B3","B3E1","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B3E1 installed sensor location - not moved","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-20 23:43:40","77.9","93.0","82.0","1650","False","2026-05-20 16:01:50","40","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","66","2026-05-20 23:43:40","1230.3","525.1","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B6","B6E2","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B6E2 scout moved location - marker file confirmed","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-20 23:43:39","75.6","83.0","73.0","1871","False","N/A","0","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","67","2026-05-20 23:44:10","1260.3","555.4","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B3","B3E1","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B3E1 installed sensor location - not moved","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-20 23:44:10","78.6","93.0","82.0","1650","False","2026-05-20 16:01:50","40","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","67","2026-05-20 23:44:10","1260.5","555.4","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B6","B6E2","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B6E2 scout moved location - marker file confirmed","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-20 23:44:10","76.5","83.0","72.0","1893","False","N/A","0","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","68","2026-05-20 23:44:40","1290.6","585.6","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B3","B3E1","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B3E1 installed sensor location - not moved","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-20 23:44:40","77.2","94.0","82.0","1649","False","2026-05-20 16:01:50","40","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","68","2026-05-20 23:44:40","1290.7","585.6","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_0_to_10_min","B6","B6E2","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B6E2 scout moved location - marker file confirmed","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-20 23:44:40","75.2","83.0","73.0","1885","False","N/A","0","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","69","2026-05-20 23:45:09","1319.7","614.8","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_10_to_30_min","B3","B3E1","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B3E1 installed sensor location - not moved","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-20 23:45:09","77.0","93.0","82.0","1658","False","2026-05-20 16:01:50","40","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","69","2026-05-20 23:45:09","1319.9","614.8","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_10_to_30_min","B6","B6E2","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B6E2 scout moved location - marker file confirmed","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-20 23:45:09","75.9","82.0","73.0","1891","False","N/A","0","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","70","2026-05-20 23:45:40","1349.9","645","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_10_to_30_min","B3","B3E1","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B3E1 installed sensor location - not moved","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-20 23:45:39","78.1","93.0","82.0","1651","False","2026-05-20 16:01:50","40","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","70","2026-05-20 23:45:40","1350.1","645","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_10_to_30_min","B6","B6E2","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B6E2 scout moved location - marker file confirmed","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-20 23:45:39","76.5","82.0","73.0","1885","False","N/A","0","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","71","2026-05-20 23:46:10","1380.2","675.2","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_10_to_30_min","B3","B3E1","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B3E1 installed sensor location - not moved","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-20 23:46:10","78.4","93.0","83.0","1646","False","2026-05-20 16:01:50","40","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","71","2026-05-20 23:46:10","1380.3","675.2","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_10_to_30_min","B6","B6E2","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B6E2 scout moved location - marker file confirmed","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-20 23:46:09","75.6","83.0","73.0","1872","False","N/A","0","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","72","2026-05-20 23:46:40","1410.4","705.4","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_10_to_30_min","B3","B3E1","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B3E1 installed sensor location - not moved","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-20 23:46:40","77.9","92.0","83.0","1642","False","2026-05-20 16:01:50","40","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","72","2026-05-20 23:46:40","1410.6","705.4","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_10_to_30_min","B6","B6E2","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B6E2 scout moved location - marker file confirmed","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-20 23:46:40","75.6","82.0","72.0","1916","False","N/A","0","Continuous no-watering capture; scout sensor move/settling experiment",""
"data","73","2026-05-20 23:47:09","1439.8","734.7","phase6k1_b3e1_vs_b6e2_continuous_scout_move_settling","post_move_b6e2_settling_10_to_30_min","B3","B3E1","SM01 remains at B3E1; SM02 moves from B3E1 to B6E2 while capture continues","B3E1 installed sensor location - not moved","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-20 23:47:09","78.3","93.0","82.0","1656","False","2026-05-20 16:01:50","40","Continuous no-watering capture; scout sensor move/settling experiment",""
