"sample_cycle","observed_at_local","test_name","condition_phase","basket_id","emitter_location","placement_label","script_start","planned_water_start","planned_water_end","planned_water_duration_s","device_name","ip","role","expected_device_id","device_id","device_id_match","dht_sensor_id","moisture_sensor_id","device_timestamp","temperature_f","humidity_percent","moisture_index","soil_raw_adc","watering","last_watered_time","last_watering_duration","visual_note","holdall_moisture_note","error"
"26","2026-05-19 20:42:33","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:42:30","77.7","72.0","76.0","1806","False","N/A","0","","",""
"27","2026-05-19 20:42:48","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:42:45","80.1","82.0","75.0","1830","False","2026-05-19 20:38:41","40","","",""
"27","2026-05-19 20:42:48","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:42:45","78.4","72.0","75.0","1825","False","N/A","0","","",""
"28","2026-05-19 20:43:03","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:43:01","78.8","82.0","75.0","1840","False","2026-05-19 20:38:41","40","","",""
"28","2026-05-19 20:43:03","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:43:00","77.4","72.0","75.0","1825","False","N/A","0","","",""
"29","2026-05-19 20:43:18","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:43:16","79.3","82.0","74.0","1856","False","2026-05-19 20:38:41","40","","",""
"29","2026-05-19 20:43:18","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:43:16","78.3","72.0","75.0","1822","False","N/A","0","","",""
"30","2026-05-19 20:43:33","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:43:31","80.1","82.0","75.0","1831","False","2026-05-19 20:38:41","40","","",""
"30","2026-05-19 20:43:34","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:43:31","77.2","72.0","75.0","1824","False","N/A","0","","",""
"31","2026-05-19 20:43:49","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:43:46","79.2","82.0","74.0","1844","False","2026-05-19 20:38:41","40","","",""
"31","2026-05-19 20:43:49","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:43:46","77.7","72.0","75.0","1821","False","N/A","0","","",""
"32","2026-05-19 20:44:04","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:44:02","79.2","82.0","74.0","1845","False","2026-05-19 20:38:41","40","","",""
"32","2026-05-19 20:44:04","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:44:02","78.4","72.0","76.0","1808","False","N/A","0","","",""
"33","2026-05-19 20:44:19","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:44:17","79.0","82.0","75.0","1831","False","2026-05-19 20:38:41","40","","",""
"33","2026-05-19 20:44:19","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:44:17","77.4","72.0","75.0","1825","False","N/A","0","","",""
"34","2026-05-19 20:44:34","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:44:32","78.8","82.0","76.0","1814","False","2026-05-19 20:38:41","40","","",""
"34","2026-05-19 20:44:35","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:44:32","78.3","72.0","75.0","1833","False","N/A","0","","",""
"35","2026-05-19 20:44:50","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:44:47","79.5","82.0","75.0","1830","False","2026-05-19 20:38:41","40","","",""
"35","2026-05-19 20:44:50","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:44:48","77.0","73.0","75.0","1831","False","N/A","0","","",""
"36","2026-05-19 20:45:05","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:45:03","80.4","82.0","75.0","1823","False","2026-05-19 20:38:41","40","","",""
"36","2026-05-19 20:45:05","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:45:03","77.4","72.0","76.0","1808","False","N/A","0","","",""
"37","2026-05-19 20:45:21","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:45:18","79.2","82.0","75.0","1827","False","2026-05-19 20:38:41","40","","",""
"37","2026-05-19 20:45:21","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:45:18","78.1","72.0","76.0","1799","False","N/A","0","","",""
"38","2026-05-19 20:45:36","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:45:33","79.3","82.0","75.0","1841","False","2026-05-19 20:38:41","40","","",""
"38","2026-05-19 20:45:36","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:45:33","77.0","73.0","76.0","1814","False","N/A","0","","",""
"39","2026-05-19 20:45:51","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:45:49","80.1","82.0","75.0","1825","False","2026-05-19 20:38:41","40","","",""
"39","2026-05-19 20:45:51","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:45:49","77.2","72.0","76.0","1795","False","N/A","0","","",""
"40","2026-05-19 20:46:06","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:46:04","80.1","82.0","75.0","1827","False","2026-05-19 20:38:41","40","","",""
"40","2026-05-19 20:46:06","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:46:04","78.4","73.0","76.0","1810","False","N/A","0","","",""
"41","2026-05-19 20:46:22","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:46:19","79.5","82.0","74.0","1843","False","2026-05-19 20:38:41","40","","",""
"41","2026-05-19 20:46:22","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:46:19","77.7","73.0","76.0","1814","False","N/A","0","","",""
"42","2026-05-19 20:46:37","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:46:34","79.7","82.0","75.0","1827","False","2026-05-19 20:38:41","40","","",""
"42","2026-05-19 20:46:37","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:46:34","77.2","73.0","76.0","1806","False","N/A","0","","",""
"43","2026-05-19 20:46:52","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:46:50","80.2","82.0","75.0","1838","False","2026-05-19 20:38:41","40","","",""
"43","2026-05-19 20:46:52","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:46:50","78.3","72.0","76.0","1803","False","N/A","0","","",""
"44","2026-05-19 20:47:07","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:47:05","80.2","82.0","75.0","1822","False","2026-05-19 20:38:41","40","","",""
"44","2026-05-19 20:47:07","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:47:05","78.6","73.0","76.0","1808","False","N/A","0","","",""
"45","2026-05-19 20:47:23","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:47:20","78.8","82.0","75.0","1835","False","2026-05-19 20:38:41","40","","",""
"45","2026-05-19 20:47:23","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:47:20","77.0","73.0","76.0","1808","False","N/A","0","","",""
"46","2026-05-19 20:47:38","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:47:36","78.8","82.0","75.0","1831","False","2026-05-19 20:38:41","40","","",""
"46","2026-05-19 20:47:38","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:47:36","77.5","73.0","76.0","1814","False","N/A","0","","",""
"47","2026-05-19 20:47:53","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:47:51","79.0","82.0","75.0","1837","False","2026-05-19 20:38:41","40","","",""
"47","2026-05-19 20:47:53","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:47:51","77.9","73.0","76.0","1806","False","N/A","0","","",""
"48","2026-05-19 20:48:08","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:48:06","79.7","82.0","75.0","1827","False","2026-05-19 20:38:41","40","","",""
"48","2026-05-19 20:48:09","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:48:06","77.0","73.0","76.0","1805","False","N/A","0","","",""
"49","2026-05-19 20:48:24","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:48:21","79.2","82.0","75.0","1837","False","2026-05-19 20:38:41","40","","",""
"49","2026-05-19 20:48:24","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:48:21","78.4","73.0","76.0","1808","False","N/A","0","","",""
"50","2026-05-19 20:48:39","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 20:48:37","78.8","82.0","75.0","1822","False","2026-05-19 20:38:41","40","","",""
"50","2026-05-19 20:48:39","phase6k1_b3e1_40s_watering_response","post_watering_0_to_10_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 20:48:37","77.2","73.0","76.0","1813","False","N/A","0","","",""
